qid	pid	score,pid	query	score
213724	6428214	9.854111671447754,
619281	1095110	8.730119705200195,
918486	3270784	9.524798393249512,
651468	178572	9.723762512207031,
783986	2961662	9.79469108581543,
779277	3121716	8.937057495117188,
144840	6221919	9.918052673339844,
238055	637945	10.219711303710938,
1042872	5004639	9.491649627685547,
403930	1285825	9.86310863494873,
976727	4260843	9.523523330688477,
517216	1826366	9.567201614379883,
619330	6014883	10.051794052124023,
211837	6265948	9.833897590637207,
866269	5294041	9.972945213317871,
988298	4542518	9.227301597595215,
448685	1752145	9.416211128234863,
579644	6966164	9.52095890045166,
1137276	2801256	8.979280471801758,
334444	3310853	9.584407806396484,
1158980	717786	9.200990676879883,
854435	2576320	9.87317943572998,
1174595	887764	9.905271530151367,
1037978	3455785	9.109602928161621,
905387	3211221	9.526312828063965,
1042269	4484828	9.349952697753906,
1042354	2769898	9.149110794067383,
304247	1655308	9.53482437133789,
646715	5892714	9.877055168151855,
1055793	4145475	9.457450866699219,
923294	2710845	10.030510902404785,
13787	522520	8.534811973571777,
941444	4901165	9.296205520629883,
687280	948172	10.101495742797852,
976874	2325032	10.0467529296875,
650608	1339733	9.720983505249023,
123566	6454212	8.989395141601562,
1048544	3858074	9.41415023803711,
48357	1735016	9.35740852355957,
651879	6035725	9.222245216369629,
1031936	3881601	9.205281257629395,
144587	6834877	9.327335357666016,
41207	4666500	9.11882209777832,
900732	2910316	9.272099494934082,
944849	3784647	10.01452922821045,
1251	4065800	9.133232116699219,
917979	3227357	9.474202156066895,
635446	5884536	10.048318862915039,
599366	2241835	9.766585350036621,
930137	4758284	9.044585227966309,
460014	630103	9.6622896194458,
880543	5151782	10.38355541229248,
1045407	2800258	9.185850143432617,
935406	4788862	9.306529998779297,
1037049	3348463	9.18667984008789,
940470	2553143	9.792182922363281,
1033000	4166771	9.478142738342285,
501312	3891441	9.777586936950684,
1048574	2260832	9.609282493591309,
940702	3852115	9.413445472717285,
609846	2427827	9.201836585998535,
1055249	5950181	9.188339233398438,
941432	5001783	9.534788131713867,
336137	2588629	9.15755844116211,
1035708	3962351	9.064159393310547,
1070058	5256508	9.977506637573242,
968346	3988849	9.190402030944824,
145096	5310145	9.299905776977539,
897920	1013291	9.894567489624023,
1046523	3870848	9.537675857543945,
993970	4201312	9.895841598510742,
399247	296102	10.213932037353516,
448056	2424641	9.209555625915527,
141918	5456767	9.795403480529785,
1039525	4336675	9.495375633239746,
652145	1991098	9.644225120544434,
522284	1689678	9.223731994628906,
680467	5877767	10.085867881774902,
961334	3677105	9.609450340270996,
794314	2450829	9.169633865356445,
1031245	3969366	9.301984786987305,
935392	748317	9.26583480834961,
1038194	2779642	9.520061492919922,
618851	887881	9.164505004882812,
1056137	3274582	9.548413276672363,
970184	5359720	9.543249130249023,
461895	1732680	9.875639915466309,
595696	192153	9.29115104675293,
464183	6777776	9.373682022094727,
143498	5439534	10.154047966003418,
336669	2869702	9.335158348083496,
1031129	4228324	9.647814750671387,
1031418	3027642	9.579692840576172,
448371	701720	9.476594924926758,
1062045	3731075	10.307250022888184,
407815	1220301	9.496831893920898,
1031958	4421720	9.325065612792969,
657154	2686461	9.690999984741211,
213907	1241791	9.607200622558594,
993564	4219794	9.58719253540039,
525062	1053140	9.697166442871094,
432693	6759619	9.37680721282959,
743023	5152456	9.20886516571045,
449092	1005789	9.646703720092773,
1057020	3499560	9.553647994995117,
1047578	4240481	9.477367401123047,
968208	5277012	9.24213981628418,
1033292	6110407	9.783212661743164,
131339	4525731	9.768684387207031,
1040254	3833815	9.61827278137207,
1003065	5169702	9.290902137756348,
418130	6932874	10.11351490020752,
1138696	2665236	9.307575225830078,
1042829	5322631	9.498929977416992,
1035801	3376295	9.25265121459961,
959454	2411708	9.265451431274414,
985954	5433447	9.958304405212402,
196302	5236787	9.926196098327637,
1148205	1766710	9.196890830993652,
1062686	3157788	9.65931510925293,
1056320	4809121	9.400812149047852,
1155527	1064748	9.492660522460938,
888241	4071783	8.966962814331055,
341576	6009507	9.973065376281738,
337564	3875301	9.285518646240234,
1030350	2351529	9.689868927001953,
583156	6281266	9.254411697387695,
969709	2646650	10.124273300170898,
432669	6572880	9.47752857208252,
1034324	4728431	9.7175874710083,
1039627	4959172	9.434414863586426,
1147925	1790213	9.593384742736816,
1034093	2344268	9.295500755310059,
302700	776167	9.68821907043457,
595431	1670333	9.042607307434082,
1004155	672531	9.383419036865234,
923124	3063068	9.383419036865234,
341755	1366801	9.679502487182617,
198799	5485394	9.527263641357422,
1177301	6490526	9.823490142822266,
869658	4850794	9.962532043457031,
921763	5077715	9.822935104370117,
1154136	1191028	9.67462158203125,
1030496	3711744	9.54371166229248,
1030484	2596234	9.584423065185547,
1030420	5985518	9.648683547973633,
974970	3994070	10.11613655090332,
619199	1307654	9.328744888305664,
1037248	2803309	9.648306846618652,
795668	2622850	9.54842758178711,
1047780	3216493	9.150081634521484,
663488	1155184	9.73128890991211,
1037358	5240549	9.667623519897461,
988857	3894834	9.57180404663086,
867747	3590171	9.084200859069824,
1033880	2731924	9.562309265136719,
1030046	2864076	9.53561782836914,
651554	1670879	10.08504867553711,
282215	5167655	9.458362579345703,
1040215	3842124	8.672149658203125,
974554	4605186	9.89037799835205,
1040119	4678629	9.221075057983398,
1057194	4139776	9.819931983947754,
1067593	4096452	10.15241527557373,
1138308	2703471	10.119351387023926,
742765	6909382	9.367448806762695,
1030612	4118488	9.518200874328613,
1142697	2278723	9.345476150512695,
1079447	4914085	8.819673538208008,
1054753	3591223	9.877304077148438,
1055807	4213332	9.666942596435547,
589740	6937382	10.018623352050781,
424324	871203	9.938480377197266,
1046967	3170825	9.302574157714844,
974389	806700	9.861017227172852,
2982	5542862	9.605721473693848,
619233	6690114	10.121602058410645,
1029725	2269579	9.416422843933105,
1055806	3888813	9.54503345489502,
972501	5442435	10.192276000976562,
1035895	5296100	9.588203430175781,
724066	510741	9.926361083984375,
213264	3344774	9.53441047668457,
214097	6189527	9.314435958862305,
987787	2642532	9.129106521606445,
561641	6950408	9.810343742370605,
1053778	4832843	9.847691535949707,
1041275	3768007	9.374646186828613,
856078	3500703	9.583963394165039,
620243	3771210	9.79202651977539,
1033843	2502633	9.67636489868164,
1048495	2402871	9.614372253417969,
1027083	3277238	9.968414306640625,
53817	2011326	9.911067008972168,
443115	1811420	9.101667404174805,
1043302	3064004	8.57492446899414,
594880	5532739	9.71689224243164,
340838	5480897	9.62297534942627,
1042411	4632227	9.624554634094238,
1003723	5344998	9.540943145751953,
433398	2012883	9.656915664672852,
513430	1030967	9.663094520568848,
938208	3124048	9.626025199890137,
951575	2658194	9.668684005737305,
1142151	2333514	9.583767890930176,
539661	2252104	9.7333345413208,
958859	2684988	9.900758743286133,
1034444	5276510	9.63078498840332,
1036304	2735416	9.650779724121094,
467577	6769259	9.043538093566895,
28232	1730026	9.38958740234375,
969942	3733885	9.111703872680664,
485374	1536025	9.83098030090332,
300659	2854820	8.697244644165039,
336215	6483350	9.112730979919434,
1056403	6090921	9.398615837097168,
1027434	2296930	9.14539909362793,
599365	1113713	9.873946189880371,
599366	1113713	9.873946189880371,
1040438	4919958	10.368476867675781,
1002782	5237539	9.763633728027344,
1002098	2298446	9.759248733520508,
280073	6594476	9.79985237121582,
460045	1463224	8.665277481079102,
334695	3081576	9.85530948638916,
159355	6154670	9.663131713867188,
619499	6691580	9.36014175415039,
1062081	2270340	9.678409576416016,
1143148	2232691	9.467458724975586,
957659	6143809	9.640132904052734,
1029643	2739587	10.045879364013672,
213840	2131594	9.339792251586914,
532136	6754497	9.739522933959961,
1034716	3687863	9.531194686889648,
387544	4124667	9.802469253540039,
1034041	2490733	9.571327209472656,
7105	1889940	10.034671783447266,
37005	2219602	9.748783111572266,
415477	1028344	9.770687103271484,
1061092	2449917	10.205997467041016,
1030015	3676450	9.158056259155273,
1138043	2727881	9.158588409423828,
448573	1670068	9.620577812194824,
1001147	2643599	9.700641632080078,
273107	6021946	9.348261833190918,
1182112	1858485	9.53518009185791,
651542	222859	8.483747482299805,
699776	4023417	10.694049835205078,
864101	3483325	9.849041938781738,
1054621	3392822	9.321290969848633,
1042790	4020950	9.382774353027344,
144905	1334534	9.765494346618652,
973630	2441380	10.099839210510254,
939269	4524464	9.69691276550293,
516116	4229831	9.384603500366211,
1055662	2347786	9.547073364257812,
336764	5421709	9.231939315795898,
1048218	4907729	9.534400939941406,
932301	4207821	9.735485076904297,
470125	6280013	10.432177543640137,
1139034	2631451	10.28923225402832,
959730	4937429	9.171552658081055,
668198	1682441	9.504499435424805,
604641	5906382	9.639235496520996,
213567	1228333	9.37553596496582,
439533	5874744	9.275568008422852,
1002262	3806880	9.538850784301758,
535430	3356894	9.551580429077148,
143764	6412271	9.840715408325195,
335389	1717156	9.661627769470215,
1077955	2281967	10.137813568115234,
144947	367602	9.688308715820312,
1046500	2380114	9.240255355834961,
830661	2477405	10.109663009643555,
1031615	4289240	9.775049209594727,
485773	6283940	9.882661819458008,
831168	3507783	9.626457214355469,
1034381	3683449	9.734625816345215,
1045958	3624438	9.589981079101562,
1033074	2674662	9.875720977783203,
875114	3628287	10.445762634277344,
203715	1310117	9.732366561889648,
394560	3274644	9.889147758483887,
969724	6123961	10.124835014343262,
939263	2411861	9.769783020019531,
1034176	4497202	9.583864212036133,
144915	793908	9.152246475219727,
212831	5513808	9.71724796295166,
918630	2504265	9.281890869140625,
191555	4573188	9.699322700500488,
1030875	4969650	9.375448226928711,
1035745	4430445	8.7379150390625,
1040676	5359228	9.48023509979248,
760912	4119682	9.789670944213867,
696469	6207206	10.117725372314453,
1037381	3283564	9.546586036682129,
1034465	4749969	9.609848976135254,
200723	497106	10.11572265625,
900528	4022116	10.08840560913086,
1147963	1787095	8.742900848388672,
985274	4586213	10.034287452697754,
472355	1664132	9.593704223632812,
169734	6151682	9.519111633300781,
1059673	2883787	9.31472110748291,
1048486	3365575	9.321462631225586,
968273	2583854	9.167967796325684,
197764	5750144	9.259578704833984,
198962	6577873	10.03652286529541,
1032442	4976298	9.661581039428711,
910822	2255824	9.756805419921875,
1033105	4972549	9.621854782104492,
650902	844530	9.476815223693848,
919721	2256694	9.598245620727539,
974527	3186752	10.308357238769531,
1042134	4548043	10.27094841003418,
765423	2415139	9.443621635437012,
619469	1053472	9.448966026306152,
1034561	4298929	9.135467529296875,
1037895	4490746	9.581043243408203,
725730	7044442	9.758135795593262,
431263	1155867	10.449787139892578,
1027479	4299939	9.712564468383789,
762682	3674320	9.583126068115234,
1045430	2692000	9.63366413116455,
728177	5260975	9.83983325958252,
966411	2880195	9.483139038085938,
1056733	4836984	9.039351463317871,
1032798	4556174	9.310148239135742,
1165334	8385845	9.772429466247559,
143520	4301058	9.600934028625488,
619486	7018934	9.809591293334961,
911333	2685078	9.444387435913086,
1017921	3252683	9.76264762878418,
1055098	2759933	9.486766815185547,
1036058	3325505	9.175812721252441,
923158	3403626	10.207691192626953,
142578	3298476	10.091176986694336,
1042200	4648650	10.052261352539062,
2655	6589042	9.405210494995117,
1040678	5044675	9.801972389221191,
1038613	4066320	9.773691177368164,
653272	3518022	10.15507698059082,
298623	750450	9.690071105957031,
1004468	3683503	10.030275344848633,
177178	4801307	9.79857063293457,
979458	3764472	9.824996948242188,
1002704	2046578	9.597249984741211,
619313	865976	9.608625411987305,
1033550	3856877	9.660293579101562,
423070	1535551	9.335062980651855,
529416	1261313	9.676803588867188,
525495	3673095	9.762228965759277,
535566	6352750	9.694042205810547,
792230	5393411	9.765893936157227,
1053495	5158792	9.8390531539917,
797808	4903527	9.439993858337402,
13503	3614923	9.617598533630371,
1030138	2861897	9.681745529174805,
1032681	4111985	9.713397979736328,
918061	2433060	9.218685150146484,
942747	3730983	9.25141429901123,
551388	955967	9.75387191772461,
1053506	5201916	9.31209659576416,
575664	1336885	9.806037902832031,
900494	5225604	9.810586929321289,
1163255	271925	9.15730094909668,
1030487	3044853	9.582876205444336,
656231	647544	9.191372871398926,
1002614	5276428	10.067944526672363,
1039066	5335539	8.69797134399414,
894368	2421009	9.474695205688477,
993431	2551003	9.864343643188477,
809303	4666298	9.414196014404297,
641731	6917395	9.99026870727539,
1032329	2269881	9.644317626953125,
928125	3224042	9.628924369812012,
1034417	4531985	9.83242130279541,
986970	4922719	9.68613052368164,
880698	4837039	9.786735534667969,
96588	251976	10.035282135009766,
450034	985871	9.83742618560791,
1030578	3768157	9.062881469726562,
165760	5832373	9.593782424926758,
1045334	3984674	9.487799644470215,
917596	5083122	9.575881958007812,
2656	5771860	10.21996021270752,
1062619	3542392	9.965560913085938,
928783	3434291	9.513168334960938,
949765	5366649	10.079360008239746,
1150982	1494391	9.896844863891602,
900571	3393411	9.363075256347656,
957143	2540103	10.183723449707031,
1034244	3086553	9.806079864501953,
1052897	946413	9.77019214630127,
1038605	4299738	9.302151679992676,
144715	6928416	10.01644515991211,
1047041	2873403	9.950763702392578,
1055799	5078891	9.465225219726562,
500995	2897512	9.173215866088867,
1040127	3090472	9.992870330810547,
938929	4044098	9.367012023925781,
665207	221093	10.189252853393555,
1039652	2678116	9.491021156311035,
1033546	1515621	10.290684700012207,
918003	3161935	9.178668022155762,
1038091	5357156	9.524408340454102,
575607	1931905	9.316637992858887,
1137496	2780496	9.82780647277832,
1034372	3545139	9.599775314331055,
1054609	2340089	9.690048217773438,
962873	2571437	10.362691879272461,
894308	4324648	9.635431289672852,
1042722	4371215	9.447769165039062,
1143451	2202004	9.831205368041992,
799874	3796692	8.682641983032227,
213803	4657733	9.982315063476562,
279440	6516344	9.827286720275879,
968883	3301935	9.410444259643555,
15451	5586656	9.879898071289062,
48126	6014439	10.358814239501953,
761934	5107448	9.588626861572266,
1039733	3880194	9.849543571472168,
143813	1300870	9.413616180419922,
531178	897857	9.736806869506836,
1030040	6109848	9.222999572753906,
1041491	4179962	9.944404602050781,
923124	3063065	9.47566032409668,
918833	3654622	9.595004081726074,
756295	5402211	9.415467262268066,
663531	3243699	9.902897834777832,
829258	2861547	9.377555847167969,
1040482	4332228	9.774059295654297,
90789	5027345	9.438398361206055,
1019376	6302438	9.95506477355957,
1077612	4352534	10.216540336608887,
340739	1354227	9.668583869934082,
1030109	3319814	9.483259201049805,
1137260	2802852	9.26336669921875,
619366	1201772	10.422224044799805,
448307	1808211	10.11187744140625,
1030540	5384685	10.480830192565918,
1138697	2665119	9.85329818725586,
138774	6245938	10.25062370300293,
1054939	5149830	8.699462890625,
440753	878212	9.85841178894043,
669076	1352120	9.514897346496582,
959699	4878604	9.639575958251953,
608050	6894019	8.96087646484375,
957370	2949524	9.3958101272583,
663461	377670	9.75080680847168,
1043476	4118835	9.619293212890625,
186607	3936697	9.756932258605957,
503743	1852391	9.666831016540527,
443446	3275881	10.117560386657715,
958984	3655856	9.717453002929688,
989031	3396014	9.793766975402832,
834307	4277038	9.768672943115234,
114450	1161063	10.086638450622559,
290625	2980277	10.003170013427734,
199363	5522426	9.070988655090332,
899072	3844001	9.431605339050293,
861078	2600620	9.629791259765625,
